     0.00  11.15145  -0.00004  -0.00002  28.84615   5.76485   0.12116   1.48585   1.47887   3.57695  11.09931  -0.02119   0.03205  28.57143   5.70595   0.09226   1.48221   1.48026   2.47236  11.09406  -0.02369   0.05509  28.57143   5.70595   0.09226   1.48221   1.48026   2.47279  11.08604  -0.01792   0.06835  28.57143   5.70595   0.09226   1.48221   1.48026   2.47298  11.04553   0.00849   0.08864  28.57143   5.70595   0.09226   1.48221   1.48026   2.47319
     0.00  11.15102  -0.00005  -0.00002  28.84615   5.76485   0.12811   1.48585   1.47887   1.47887  11.09054  -0.02360   0.04314  28.57143   5.70595   0.09309   1.48221   1.48026   1.48026  11.09053  -0.02953   0.07405  28.57143   5.70595   0.09309   1.48221   1.48026   1.48026  11.09187  -0.02643   0.08432  28.57143   5.70595   0.09309   1.48221   1.48026   1.48026  11.05955   0.02003   0.11478  28.57143   5.70595   0.09309   1.48221   1.48026   1.48026
     0.00  12.96601  -0.40399  -0.42127  28.84615   5.76485   0.12853   1.48585   1.47887   1.47887  11.09295  -0.03615   0.04622  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026  11.09443  -0.03781   0.09049  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026  11.08777  -0.03219   0.10585  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026  11.08648   0.00975   0.09060  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026
     0.00  12.67502  -0.16792   0.00505  28.84615   5.76485   0.12857   1.48585   1.47887   1.47887  11.08955  -0.03901   0.05836  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026  11.08791  -0.04190   0.11332  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026  11.08652  -0.03809   0.12713  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026  11.18419  -0.00618  -0.06411  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026
     0.01  12.39537  -0.01537   0.06197  28.84615   5.76485   0.12857   1.48585   1.47887   1.47887  11.56290  -0.89859   0.67600  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026  11.40880  -0.50288   0.57494  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026  11.15628  -0.09652   0.25645  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026  11.20102  -0.00830  -0.06692  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026
     0.01  12.33839  -0.01381   0.02250  28.84615   5.76485   0.12857   1.48585   1.47887   1.47887  11.80796  -0.25769   0.38514  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026  11.83716  -0.57715   1.26102  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026  11.84184  -0.51626   1.72491  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026  11.21603  -0.01248  -0.10292  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026
     0.01  12.15307  -0.01171  -0.00554  28.84615   5.76485   0.12857   1.48585   1.47887   1.47887  11.85938  -0.00252   0.01883  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026  11.88444  -0.36009   0.84544  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026  11.92361  -0.40711   1.45315  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026  11.30424  -0.01753   0.02598  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026
     0.01  12.10265  -0.00824  -0.00389  28.84615   5.76485   0.12857   1.48585   1.47887   1.47887  11.92720   0.11622  -0.19328  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026  11.93958  -0.25289   0.58779  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026  11.94831  -0.34185   1.22347  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026  11.83334   0.20736   1.16673  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026
     0.01  11.94888  -0.00015  -0.00007  28.84615   5.76485   0.12857   1.48585   1.47887   1.47887  11.91794   0.13756  -0.23235  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026  11.92306  -0.17146   0.45069  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026  11.93759  -0.28695   1.03338  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026  11.89258   0.14323   1.11802  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026
     0.01  11.84180  -0.00018  -0.00009  28.84615   5.76485   0.12857   1.48585   1.47887   1.47887  11.87940   0.09736  -0.17591  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026  11.87666  -0.15303   0.39715  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026  11.86999  -0.26505   0.92103  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026  11.90578   0.11517   1.00818  28.57143   5.70595   0.09310   1.48221   1.48026   1.48026
