          43
           1  0.0000000E+00  0.5800000       30.00000       10.08200    
  1.2000000E-02  0.1010000      5.0000001E-02   20.84100      0.5800000    
   30.00000       10.08200      1.2000000E-02  0.1010000      5.0000001E-02
   20.84100      0.5800000       30.00000       10.08200      1.2000000E-02
  0.1010000      5.0000001E-02   20.84100      0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
           2   1.000000      0.5800000       30.00000       10.08200    
  1.2000000E-02  0.1010000      5.0000001E-02   20.84100      0.5800000    
   30.00000       10.08200      1.2000000E-02  0.1010000      5.0000001E-02
   20.84100      0.5800000       30.00000       10.08200      1.2000000E-02
  0.1010000      5.0000001E-02   20.84100      0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
           3   2.000000      0.5800000       30.00000       10.08200    
  1.2000000E-02  0.1010000      5.0000001E-02   20.84100      0.5800000    
   30.00000       10.08200      1.2000000E-02  0.1010000      5.0000001E-02
   20.84100      0.5800000       30.00000       10.08200      1.2000000E-02
  0.1010000      5.0000001E-02   20.84100      0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
           4   1.000000      0.5800000       30.00000       10.08200    
  1.2000000E-02  0.1010000      5.0000001E-02   20.84100      0.5800000    
   30.00000       10.08200      1.2000000E-02  0.1010000      5.0000001E-02
   20.84100      0.5800000       30.00000       10.08200      1.2000000E-02
  0.1010000      5.0000001E-02   20.84100      0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
           5   2.000000      0.5800000       30.00000       10.08200    
  1.2000000E-02  0.1010000      5.0000001E-02   20.84100      0.5800000    
   30.00000       10.08200      1.2000000E-02  0.1010000      5.0000001E-02
   20.84100      0.5800000       30.00000       10.08200      1.2000000E-02
  0.1010000      5.0000001E-02   20.84100      0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
           6   1.000000      0.5800000       30.00000       10.08200    
  1.2000000E-02  0.1010000      5.0000001E-02   20.84100      0.5800000    
   30.00000       10.08200      1.2000000E-02  0.1010000      5.0000001E-02
   20.84100      0.5800000       30.00000       10.08200      1.2000000E-02
  0.1010000      5.0000001E-02   20.84100      0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
           7   2.000000      0.5800000       30.00000       10.08200    
  1.2000000E-02  0.1010000      5.0000001E-02   20.84100      0.5800000    
   30.00000       10.08200      1.2000000E-02  0.1010000      5.0000001E-02
   20.84100      0.5800000       30.00000       10.08200      1.2000000E-02
  0.1010000      5.0000001E-02   20.84100      0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00
           8   1.000000      0.5800000       30.00000       10.08200    
  1.2000000E-02  0.1010000      5.0000001E-02   20.84100      0.5800000    
   30.00000       10.08200      1.2000000E-02  0.1010000      5.0000001E-02
   20.84100      0.5800000       30.00000       10.08200      1.2000000E-02
  0.1010000      5.0000001E-02   20.84100      0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
