        2178           2           2           2           2           2
           2
   67  0.0250 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   68  0.0285 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   69  0.0359 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   70  0.0454 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   71  0.0550 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   72  0.0000 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   73  0.0000 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   74  0.0492 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   75  0.0330 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   76  0.0250 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   77  0.0289 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   78  0.0381 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   79  0.0485 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   80  0.0564 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   81  0.0000 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   82  0.0000 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   83  0.0491 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   84  0.0331 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   85  0.0250 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   86  0.0287 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   87  0.0390 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   88  0.0502 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   89  0.0571 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   90  0.0000 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   91  0.0000 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   92  0.0497 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   93  0.0336 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   94  0.0250 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   95  0.0276 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   96  0.0380 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   97  0.0503 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   98  0.0572 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
   99  0.0000 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
  100  0.0000 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
  101  0.0509 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
  102  0.0351 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
  103  0.0250 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
  104  0.0258 0.300E+00 0.150E+01 0.300E+02 0.310E+00 0.152E+01 0.600E+01 0.100E+00 0.150E-01 0.300E+00 0.100E+00 0.210E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01 0.100E+00 0.140E+01 0.150E+01
