 TITLE = "SZ_2D"
 VARIABLES = "X", "Y", "ZB","I","J","MNK"
 ZONE I=         242   J=           9
       545604.08096     2551880.81857    12.781     1     1     1
       545597.51544     2551862.58886    12.854     2     1     1
       545586.24093     2551825.57310    12.935     3     1     1
       545579.78900     2551787.78588    12.971     4     1     1
       545580.34303     2551749.54535    12.957     5     1     1
       545584.61016     2551716.13762    12.908     6     1     1
       545588.55049     2551687.80087    12.896     7     1     1
       545592.88523     2551659.52973    12.884     8     1     1
       545597.97256     2551631.38377    12.874     9     1     1
       545603.41808     2551603.29739    12.873    10     1     1
       545609.56072     2551575.36564    12.899    11     1     1
       545616.45044     2551547.59959    12.893    12     1     1
       545623.80655     2551519.95716    12.785    13     1     1
       545631.68563     2551492.45605    12.657    14     1     1
       545639.52768     2551464.94332    12.719    15     1     1
       545647.13686     2551437.36502    12.791    16     1     1
       545654.65672     2551409.76159    12.714    17     1     1
       545660.70186     2551381.90220    12.638    18     1     1
       545664.09812     2551353.58302    12.585    19     1     1
       545666.30907     2551325.05918    12.550    20     1     1
       545668.45630     2551296.53054    12.575    21     1     1
       545670.55094     2551267.99792    12.702    22     1     1
       545672.64483     2551239.46525    12.867    23     1     1
       545674.73730     2551210.93246    13.034    24     1     1
       545676.82910     2551182.39962    13.203    25     1     1
       545678.56047     2551153.84616    13.372    26     1     1
       545679.83428     2551125.26651    13.516    27     1     1
       545681.01098     2551096.68130    13.639    28     1     1
       545682.13846     2551068.09502    13.764    29     1     1
       545682.71974     2551039.49670    13.808    30     1     1
       545682.80404     2551010.88743    13.781    31     1     1
       545682.88834     2550982.27817    13.723    32     1     1
       545683.01792     2550953.66919    13.630    33     1     1
       545683.25130     2550925.06087    13.538    34     1     1
       545683.54318     2550896.45293    13.449    35     1     1
       545683.83506     2550867.84499    13.331    36     1     1
       545680.60328     2550840.83712    13.232    37     1     1
       545673.84784     2550815.42935    13.175    38     1     1
       545667.09239     2550790.02157    13.088    39     1     1
       545660.33445     2550764.61446    13.043    40     1     1
       545653.56232     2550739.21113    12.995    41     1     1
       545646.77849     2550713.81093    12.946    42     1     1
       545639.99466     2550688.41072    12.977    43     1     1
       545633.11348     2550663.03710    12.971    44     1     1
       545626.08552     2550637.70360    12.957    45     1     1
       545619.00811     2550612.38360    12.962    46     1     1
       545611.93071     2550587.06360    12.949    47     1     1
       545604.32936     2550561.92216    12.908    48     1     1
       545595.33835     2550537.25430    12.864    49     1     1
       545585.48161     2550512.88146    12.882    50     1     1
       545575.62488     2550488.50862    12.904    51     1     1
       545565.81644     2550464.11655    12.895    52     1     1
       545556.13867     2550439.67244    12.849    53     1     1
       545546.54328     2550415.19551    12.808    54     1     1
       545536.94788     2550390.71859    12.814    55     1     1
       545527.35248     2550366.24166    12.731    56     1     1
       545515.80516     2550342.77407    12.673    57     1     1
       545501.84225     2550320.55557    12.733    58     1     1
       545487.41570     2550298.57682    12.774    59     1     1
       545472.98914     2550276.59808    12.826    60     1     1
       545457.00074     2550255.88511    12.895    61     1     1
       545438.96856     2550236.82852    12.933    62     1     1
       545420.29788     2550218.00464    12.913    63     1     1
       545401.19180     2550199.33420    12.861    64     1     1
       545381.03407     2550181.83775    12.832    65     1     1
       545360.10354     2550165.20400    12.771    66     1     1
       545339.17300     2550148.57025    12.708    67     1     1
       545318.12338     2550132.10435    12.682    68     1     1
       545296.23269     2550116.82377    12.623    69     1     1
       545273.62004     2550102.56066    12.573    70     1     1
       545251.00739     2550088.29756    12.528    71     1     1
       545228.07107     2550074.61552    12.500    72     1     1
       545204.42627     2550062.20537    12.515    73     1     1
       545180.39664     2550050.48604    12.527    74     1     1
       545156.44249     2550038.62187    12.615    75     1     1
       545132.81650     2550026.12784    12.707    76     1     1
       545109.44324     2550013.14878    12.739    77     1     1
       545086.06997     2550000.16972    12.804    78     1     1
       545062.69671     2549987.19067    12.889    79     1     1
       545038.91898     2549975.11409    12.831    80     1     1
       545014.20665     2549965.12287    12.691    81     1     1
       544988.96419     2549956.31454    12.613    82     1     1
       544963.81805     2549947.25310    12.586    83     1     1
       544938.93782     2549937.49300    12.676    84     1     1
       544914.22717     2549927.28735    12.759    85     1     1
       544889.51652     2549917.08170    12.760    86     1     1
       544864.72819     2549907.06850    12.815    87     1     1
       544839.86135     2549897.24982    12.872    88     1     1
       544815.19328     2549887.51198    12.881    89     1     1
       544790.72484     2549877.85295    12.881    90     1     1
       544766.09163     2549868.63469    12.897    91     1     1
       544741.28998     2549859.86706    12.929    92     1     1
       544716.48464     2549851.10929    12.900    93     1     1
       544691.95298     2549841.71980    12.904    94     1     1
       544668.14690     2549830.65550    12.988    95     1     1
       544644.79270     2549818.54810    13.047    96     1     1
       544621.43851     2549806.44071    13.107    97     1     1
       544598.08432     2549794.33332    13.061    98     1     1
       544574.45431     2549782.79948    13.031    99     1     1
       544550.48303     2549771.97526    13.077   100     1     1
       544526.44633     2549761.28711    13.103   101     1     1
       544502.40963     2549750.59897    13.263   102     1     1
       544478.37292     2549739.91081    13.318   103     1     1
       544454.33620     2549729.22266    13.241   104     1     1
       544430.29950     2549718.53452    13.152   105     1     1
       544407.55967     2549715.06992    12.917   106     1     1
       544387.42935     2549726.14045    12.856   107     1     1
       544368.61170     2549744.52258    12.910   108     1     1
       544349.79407     2549762.90469    12.876   109     1     1
       544330.97644     2549781.28681    12.872   110     1     1
       544312.15880     2549799.66892    12.797   111     1     1
       544293.34116     2549818.05105    12.629   112     1     1
       544274.52351     2549836.43318    12.594   113     1     1
       544255.70589     2549854.81528    12.641   114     1     1
       544236.88825     2549873.19740    12.479   115     1     1
       544220.06090     2549892.95290    12.293   116     1     1
       544207.38840     2549915.57540    12.269   117     1     1
       544196.88044     2549939.69152    12.388   118     1     1
       544186.37250     2549963.80760    12.506   119     1     1
       544175.80122     2549987.89089    12.580   120     1     1
       544163.65839     2550011.15945    12.655   121     1     1
       544150.00736     2550033.64608    12.717   122     1     1
       544136.35631     2550056.13273    12.805   123     1     1
       544122.70525     2550078.61939    12.903   124     1     1
       544109.05422     2550101.10602    12.777   125     1     1
       544095.40317     2550123.59268    12.606   126     1     1
       544081.75211     2550146.07934    12.646   127     1     1
       544068.10106     2550168.56599    12.749   128     1     1
       544054.66689     2550191.17635    12.861   129     1     1
       544041.85621     2550214.14230    12.833   130     1     1
       544029.45212     2550237.34018    12.656   131     1     1
       544017.04804     2550260.53807    12.637   132     1     1
       544003.65506     2550285.43782    12.710   133     1     1
       543989.27317     2550312.03947    12.703   134     1     1
       543974.89129     2550338.64111    12.763   135     1     1
       543960.50941     2550365.24276    12.827   136     1     1
       543946.12752     2550391.84440    12.777   137     1     1
       543933.62201     2550419.16012    12.738   138     1     1
       543924.83593     2550447.89132    12.700   139     1     1
       543917.89294     2550477.32392    12.753   140     1     1
       543910.94994     2550506.75653    12.868   141     1     1
       543904.00695     2550536.18913    12.840   142     1     1
       543897.06395     2550565.62173    12.807   143     1     1
       543890.12096     2550595.05434    12.825   144     1     1
       543883.17796     2550624.48694    12.869   145     1     1
       543877.93234     2550654.16326    12.916   146     1     1
       543875.34902     2550684.22183    12.944   147     1     1
       543873.73065     2550714.41901    12.962   148     1     1
       543872.11227     2550744.61627    12.980   149     1     1
       543870.49390     2550774.81345    12.991   150     1     1
       543868.87553     2550805.01057    12.986   151     1     1
       543867.25717     2550835.20769    12.971   152     1     1
       543860.58978     2550863.33882    12.946   153     1     1
       543844.72463     2550887.70632    12.927   154     1     1
       543824.71072     2550910.37619    12.938   155     1     1
       543804.69680     2550933.04605    12.962   156     1     1
       543784.68289     2550955.71591    12.986   157     1     1
       543765.53820     2550978.92888    12.998   158     1     1
       543750.60067     2551004.77055    12.990   159     1     1
       543739.00108     2551032.69781    12.970   160     1     1
       543727.40149     2551060.62507    12.950   161     1     1
       543715.80189     2551088.55234    12.931   162     1     1
       543704.20230     2551116.47960    12.913   163     1     1
       543693.95562     2551141.14960    12.799   164     1     1
       543685.06185     2551162.56231    12.569   165     1     1
       543678.21414     2551184.53919    12.603   166     1     1
       543674.14472     2551207.28213    12.832   167     1     1
       543670.80752     2551230.22696    12.894   168     1     1
       543667.47032     2551253.17180    12.846   169     1     1
       543664.13312     2551276.11664    12.792   170     1     1
       543660.79592     2551299.06147    12.834   171     1     1
       543657.45872     2551322.00631    12.877   172     1     1
       543654.12152     2551344.95114    12.831   173     1     1
       543652.07238     2551368.00996    12.776   174     1     1
       543651.32059     2551391.18359    12.738   175     1     1
       543650.57811     2551414.35803    12.787   176     1     1
       543649.83562     2551437.53247    12.767   177     1     1
       543649.09313     2551460.70692    12.765   178     1     1
       543648.35065     2551483.88138    12.880   179     1     1
       543647.60816     2551507.05582    12.879   180     1     1
       543646.84368     2551530.22939    12.781   181     1     1
       543645.90471     2551553.39605    12.751   182     1     1
       543644.81322     2551576.55668    12.851   183     1     1
       543643.72174     2551599.71728    12.904   184     1     1
       543642.63026     2551622.87789    12.826   185     1     1
       543644.31084     2551645.80290    12.767   186     1     1
       543649.02934     2551668.46975    12.774   187     1     1
       543654.01370     2551691.11401    12.784   188     1     1
       543658.99805     2551713.75825    12.806   189     1     1
       543664.15422     2551736.35544    12.832   190     1     1
       543670.44386     2551758.64215    12.867   191     1     1
       543677.69515     2551780.66544    12.854   192     1     1
       543684.94643     2551802.68873    12.910   193     1     1
       543692.19771     2551824.71198    12.980   194     1     1
       543699.44900     2551846.73527    12.949   195     1     1
       543707.23287     2551868.42421    12.936   196     1     1
       543719.73267     2551887.15258    12.935   197     1     1
       543736.41584     2551903.25478    12.935   198     1     1
       543753.09901     2551919.35699    12.935   199     1     1
       543769.92756     2551935.17370    12.892   200     1     1
       543789.83168     2551944.95206    12.913   201     1     1
       543812.66595     2551948.97756    12.919   202     1     1
       543835.50021     2551953.00306    12.759   203     1     1
       543858.33448     2551957.02855    12.790   204     1     1
       543881.17474     2551960.92052    12.807   205     1     1
       543904.14980     2551961.82293    12.708   206     1     1
       543927.25361     2551959.86931    12.757   207     1     1
       543954.59487     2551957.55737    12.838   208     1     1
       543985.94780     2551953.56084    12.894   209     1     1
       544016.85274     2551946.93318    12.840   210     1     1
       544047.53454     2551938.99697    12.755   211     1     1
       544078.18602     2551930.94541    12.758   212     1     1
       544108.80815     2551922.78218    12.789   213     1     1
       544139.43028     2551914.61894    12.800   214     1     1
       544170.06926     2551906.52035    12.815   215     1     1
       544200.74967     2551898.58064    12.832   216     1     1
       544231.45466     2551890.73518    12.849   217     1     1
       544262.15964     2551882.88972    12.759   218     1     1
       544292.86462     2551875.04426    12.831   219     1     1
       544323.81287     2551873.68339    12.985   220     1     1
       544355.01190     2551879.00694    12.935   221     1     1
       544386.21841     2551884.53031    12.871   222     1     1
       544417.32101     2551890.55146    12.819   223     1     1
       544448.22545     2551897.52189    12.735   224     1     1
       544479.03563     2551904.94381    12.740   225     1     1
       544509.79965     2551912.52053    12.755   226     1     1
       544540.08015     2551921.71857    12.539   227     1     1
       544569.92331     2551932.38310    12.528   228     1     1
       544599.76646     2551943.04763    12.600   229     1     1
       544629.58038     2551953.78994    12.588   230     1     1
       544659.21160     2551965.01831    12.746   231     1     1
       544688.68936     2551976.65499    12.876   232     1     1
       544718.16711     2551988.29166    12.861   233     1     1
       544743.99081     2551998.88306    12.885   234     1     1
       544766.16044     2552008.42919    12.867   235     1     1
       544788.33006     2552017.97531    12.776   236     1     1
       544810.49969     2552027.52144    12.753   237     1     1
       544832.66931     2552037.06756    12.772   238     1     1
       544854.83894     2552046.61369    12.817   239     1     1
       544877.00856     2552056.15981    12.825   240     1     1
       544899.17819     2552065.70594    12.726   241     1     1
       544910.26300     2552070.47900    12.614   242     1     1
       545610.62904     2551879.56057    12.395     1     2     1
       545605.17366     2551861.47657    12.345     2     2     2
       545595.80881     2551825.09824    12.252     3     2     2
       545590.39920     2551788.63263    12.211     4     2     2
       545590.34643     2551752.75673    12.170     5     2     2
       545593.35899     2551721.03858    12.112     6     2     2
       545596.72024     2551692.96310    12.118     7     2     2
       545600.73086     2551664.84735    12.127     8     2     2
       545605.51899     2551636.75035    12.067     9     2     2
       545610.81794     2551608.65254    12.029    10     2     2
       545616.79381     2551580.62786    12.049    11     2     2
       545623.42496     2551552.69864    12.129    12     2     2
       545630.48427     2551524.85027    12.169    13     2     2
       545637.90911     2551497.08813    12.148    14     2     2
       545645.28048     2551469.31259    12.251    15     2     2
       545652.38655     2551441.47781    12.337    16     2     2
       545659.16462     2551413.58068    12.339    17     2     2
       545664.77163     2551385.47274    12.348    18     2     2
       545668.63790     2551357.05001    12.323    19     2     2
       545671.66252     2551328.47542    12.262    20     2     2
       545674.50611     2551299.87504    12.255    21     2     2
       545677.20466     2551271.25874    12.367    22     2     2
       545679.80237     2551242.63272    12.524    23     2     2
       545682.29858     2551213.99676    12.683    24     2     2
       545684.67145     2551185.34697    12.842    25     2     2
       545686.69423     2551156.66565    13.002    26     2     2
       545688.31297     2551127.94461    13.138    27     2     2
       545689.74217     2551099.19233    13.264    28     2     2
       545691.00311     2551070.40852    13.400    29     2     2
       545691.81342     2551041.58465    13.450    30     2     2
       545692.24064     2551012.72413    13.407    31     2     2
       545692.62405     2550983.84682    13.333    32     2     2
       545693.03078     2550954.98469    13.237    33     2     2
       545693.50254     2550926.20338    13.142    34     2     2
       545693.96184     2550897.63350    13.047    35     2     2
       545694.16281     2550869.55396    12.937    36     2     2
       545691.66184     2550843.43063    12.854    37     2     2
       545686.26712     2550818.60316    12.799    38     2     2
       545680.28040     2550793.23993    12.700    39     2     2
       545674.00241     2550767.52442    12.607    40     2     2
       545667.55089     2550741.60651    12.530    41     2     2
       545660.98331     2550715.60470    12.476    42     2     2
       545654.32111     2550689.60336    12.472    43     2     2
       545647.49386     2550663.67190    12.463    44     2     2
       545640.46140     2550637.84351    12.449    45     2     2
       545633.27249     2550612.11364    12.417    46     2     2
       545625.90386     2550586.49208    12.355    47     2     2
       545617.92304     2550561.11493    12.288    48     2     2
       545608.74399     2550536.16109    12.235    49     2     2
       545598.77516     2550511.47627    12.214    50     2     2
       545588.67111     2550486.83455    12.208    51     2     2
       545578.53123     2550462.20181    12.191    52     2     2
       545568.42784     2550437.55343    12.145    53     2     2
       545558.31277     2550412.91306    12.090    54     2     2
       545548.06925     2550388.33534    12.059    55     2     2
       545537.52570     2550363.90698    12.051    56     2     2
       545525.36432     2550340.29632    12.065    57     2     2
       545511.33187     2550317.62967    12.081    58     2     2
       545496.69463     2550295.28735    12.080    59     2     2
       545481.74671     2550273.20160    12.097    60     2     2
       545465.56803     2550252.21813    12.128    61     2     2
       545448.01096     2550232.64657    12.134    62     2     2
       545430.17138     2550213.91779    12.087    63     2     2
       545411.73506     2550195.69520    12.015    64     2     2
       545391.90087     2550178.13137    11.967    65     2     2
       545371.11775     2550161.09027    11.937    66     2     2
       545350.01961     2550144.10074    11.908    67     2     2
       545328.58272     2550127.39964    11.889    68     2     2
       545306.39176     2550111.68397    11.828    69     2     2
       545283.58334     2550096.83158    11.754    70     2     2
       545260.63191     2550082.24066    11.710    71     2     2
       545237.32713     2550068.30988    11.681    72     2     2
       545213.44311     2550055.42483    11.673    73     2     2
       545189.23443     2550043.11989    11.666    74     2     2
       545165.05127     2550030.77131    11.690    75     2     2
       545141.08752     2550018.02717    11.701    76     2     2
       545117.29251     2550004.99233    11.691    77     2     2
       545093.48080     2549992.01765    11.696    78     2     2
       545069.59485     2549979.21072    11.742    79     2     2
       545045.32160     2549967.23330    11.726    80     2     2
       545020.32049     2549956.79555    11.632    81     2     2
       544994.87678     2549947.23209    11.557    82     2     2
       544969.43397     2549937.53486    11.569    83     2     2
       544944.14945     2549927.34710    11.740    84     2     2
       544919.00109     2549916.81588    11.857    85     2     2
       544893.93077     2549906.25387    11.917    86     2     2
       544868.98112     2549895.84361    12.042    87     2     2
       544844.33372     2549885.69099    12.143    88     2     2
       544820.50985     2549876.02774    12.238    89     2     2
       544796.70757     2549866.68845    12.337    90     2     2
       544771.96973     2549857.47814    12.417    91     2     2
       544746.74196     2549848.36260    12.437    92     2     2
       544721.37692     2549839.02000    12.355    93     2     2
       544696.22238     2549828.99052    12.306    94     2     2
       544671.66579     2549817.61049    12.340    95     2     2
       544647.56006     2549805.36005    12.372    96     2     2
       544623.57157     2549793.05777    12.407    97     2     2
       544599.63196     2549780.85438    12.377    98     2     2
       544575.51482     2549769.21153    12.314    99     2     2
       544551.14251     2549758.27113    12.296   100     2     2
       544526.69901     2549747.65844    12.287   101     2     2
       544502.27383     2549737.27124    12.388   102     2     2
       544477.92383     2549727.18333    12.471   103     2     2
       544453.72337     2549717.61956    12.490   104     2     2
       544429.79655     2549709.13914    12.449   105     2     2
       544407.11258     2549707.22221    12.283   106     2     2
       544386.51336     2549716.92611    12.196   107     2     2
       544367.03093     2549733.15039    12.148   108     2     2
       544347.69177     2549750.47216    12.156   109     2     2
       544328.42359     2549768.37730    12.183   110     2     2
       544309.20309     2549786.60823    12.114   111     2     2
       544290.03393     2549805.02556    12.011   112     2     2
       544270.94721     2549823.55691    11.973   113     2     2
       544252.03190     2549842.19568    11.967   114     2     2
       544233.55783     2549861.09472    11.903   115     2     2
       544217.08836     2549881.39882    11.883   116     2     2
       544203.87138     2549904.09885    11.928   117     2     2
       544192.29582     2549928.11754    11.996   118     2     2
       544180.78458     2549952.31352    11.994   119     2     2
       544169.10586     2549976.49443    11.972   120     2     2
       544156.23205     2550000.05404    11.953   121     2     2
       544142.29154     2550023.01877    11.930   122     2     2
       544128.32166     2550045.94309    11.930   123     2     2
       544114.37345     2550068.87850    11.921   124     2     2
       544100.46493     2550091.85322    11.837   125     2     2
       544086.59742     2550114.88129    11.722   126     2     2
       544072.76948     2550137.96831    11.719   127     2     2
       544058.99325     2550161.11764    11.830   128     2     2
       544045.42802     2550184.40224    11.884   129     2     2
       544032.33387     2550207.93003    11.850   130     2     2
       544019.57755     2550231.54939    11.815   131     2     2
